,Colouring,Director,Critic Review Count,Duration,Director Facebook Likes,Actor 3 Facebook Likes,Actor 2,Actor 1 Facebook Likes,Gross,Genres,Actor 1,Title,IMDb Votes,Cast Facebook Likes,Actor 3,Poster Facenumber,Plot Keywords,IMDb Link,User Review Count,Language,Country,Countent Rating,Budget,Actor 2 Facebook Likes,IMDb Score,Aspect Ratio,Facebook Likes,IMDb ID,id,Popularity,Revenue,Cast,Homepage,Tagline,Overview,Runtime,Production Companies,Release Date,Vote Count,Average Vote,Release Year,Adjusted Budget,Adjusted Revenue
3515,Color,Guy Hamilton,136.0,121.0,82.0,189.0,Geoffrey Holder,581.0,35400000.0,Action,Yaphet Kotto,Live and Let Die,74957,1865,Clifton James,3.0,british|cards|heroin|murder|tarot card,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,251.0,English,UK,PG,7000000.0,547.0,6.8,1.66,0,tt007032,253,1.549139,161777836,Roger Moore|Yaphet Kotto|Jane Seymour|Clifton James|Julius Harris,http://www.mgm.com/view/movie/1130/Live-and-Let-Die/,Roger Moore is James Bond.,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,121,Eon Productions|Metro-Goldwyn-Mayer (MGM),7/5/1973,293,6.1,1973,34378117.05,794516768.9
4102,Color,Guy Ritchie,116.0,120.0,0.0,452.0,Jason Flemyng,26000.0,3650677.0,Comedy,Jason Statham,"Lock, Stock and Two Smoking Barrels",414976,28294,Dexter Fletcher,1.0,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523.0,English,UK,R,960000.0,1000.0,8.2,1.85,21000,tt012073,100,0.6990069999999999,3897569,Jason Flemyng|Dexter Fletcher|Nick Moran|Jason Statham|Vinnie Jones,http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/,A Disgrace to Criminals Everywhere.,A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,105,Handmade Films Ltd.|Summit Entertainment|PolyGram Filmed Entertainment|SKA Films|The Steve Tisch Company,3/5/1998,1167,7.3,1998,1805888.883,5213760.392
2495,Color,James Mather,289.0,95.0,4.0,80.0,Vincent Regan,788.0,14291570.0,Action,Joseph Gilgun,Lockout,82082,1414,Jacky Ido,2.0,bodyguard|maximum security prison|outer space|president|prison,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236.0,English,France,PG-13,20000000.0,447.0,6.1,2.35,10000,tt159252,81796,1.068764,32204030,Guy Pearce|Maggie Grace|Joseph Gilgun|Lennie James|Peter Stormare,http://www.lockoutfilm.com/,Take no prisoners.,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",95,Canal+|EuropaCorp|Cin̩+,4/12/2012,488,5.8,2012,18994885.63,30585593.33
3522,Color,Michael Anderson,112.0,119.0,23.0,440.0,Jenny Agutter,1000.0,25000000.0,Action,Farrah Fawcett,Logan's Run,39847,2951,Peter Ustinov,1.0,cat|computer|cult film|runner|sanctuary,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,242.0,English,USA,PG,9000000.0,659.0,6.8,2.35,0,tt007481,10803,0.924068,25000000,Michael York|Richard Jordan|Jenny Agutter|Roscoe Lee Browne|Farrah Fawcett,,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,"An idyllic sci-fi future has one major drawback:, all citizens get a chance of being 'renewed' in a Civic Ceremony, at their 30th birthday, unless you run and escape before your time.",120,Metro-Goldwyn-Mayer (MGM),6/23/1976,101,5.9,1976,34485282.26,95792450.71
4037,Color,Hunter Richards,34.0,92.0,11.0,1000.0,Chris Evans,26000.0,12667.0,Drama,Jason Statham,London,19336,39518,Dane Cook,2.0,bar|coke|drugs|party|snorting,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,90.0,English,UK,R,14000.0,11000.0,6.6,2.35,0,tt044906,7515,0.622677,0,Chris Evans|Jessica Biel|Joy Bryant|Jason Statham|Kelli Garner,,One young man's incredible journey of self-discovery,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,92,Destination Films|Silver Nitrate Films|National Film and Television School (NFTS)|LHR Productions Inc.,2/10/2005,52,5.7,2005,0.0,0.0
4181,Color,Paul Andrew Williams,68.0,85.0,46.0,141.0,Johnny Harris,418.0,,Crime,Lorraine Stanley,London to Brighton,7308,926,Georgia Groome,0.0,bathroom|chase|girl|pimp|toilet,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,72.0,English,UK,R,500000.0,146.0,7.0,2.35,933,tt049016,14823,0.224856,0,Georgia Groome|Johnny Harris|Sam Spruell|Lorraine Stanley|Alexander Morton,,,"It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son, Stuart, has found his father and wants answers. Derek, Kelly's pimp, needs to find Kelly or it will be him who pays.",85,Steel Mill Pictures|LTB Films Limited|Wellington Films,12/1/2006,12,6.0,2006,0.0,0.0
3707,Color,John Sayles,68.0,135.0,407.0,111.0,Clifton James,11000.0,13269963.0,Drama,Matthew McConaughey,Lone Star,23202,11400,Miriam Colon,2.0,father son relationship|interracial relationship|neo western|sheriff|texas,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,173.0,English,USA,R,5000000.0,189.0,7.6,2.35,0,tt011690,26748,0.397139,13269963,Chris Cooper|Matthew McConaughey|Elizabeth Pe̱a|Kris Kristofferson|Joe Morton,,John Sayles invites you to return to the scene of the crime.,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",135,Castle Rock Entertainment|Columbia Pictures Corporation|Rio Dulce,6/21/1996,27,6.6,1996,6951083.695,18448124.69
1406,Color,Peter Berg,319.0,121.0,532.0,127.0,Scott Elrod,480.0,125069696.0,Action,Jerry Ferrara,Lone Survivor,203963,1261,Dan Bilzerian,0.0,courage|navy seal|outnumbered|shot multiple times|survival,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,420.0,English,USA,R,40000000.0,449.0,7.6,2.35,58000,tt109119,193756,1.821423,149295601,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,http://www.lonesurvivorfilm.com/,Based on True Acts of Courage,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",121,Universal Pictures|Weed Road Pictures|Herrick Entertainment|Leverage Management|Closest to the Hole Productions,12/24/2013,1101,7.4,2013,37441334.11,139745662.0
3712,Color,Steve Carver,29.0,107.0,8.0,268.0,William Sanderson,926.0,12200000.0,Action,David Carradine,Lone Wolf McQuade,7973,2383,Robert Beltran,0.0,drugs|martial arts|texas|texas ranger|weapon,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,65.0,English,USA,PG,5000000.0,400.0,6.3,1.85,0,tt008586,14854,0.290596,12232628,Chuck Norris|David Carradine|Barbara Carrera|Leon Isaac Kennedy|Dana Kimmell,,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.",107,1818|Lone Wolf McQuade Associates|Topkick Productions,4/14/1983,27,5.2,1983,10946559.99,26781039.24
681,Color,Joe Dante,101.0,91.0,287.0,695.0,Jenna Elfman,3000.0,20950820.0,Adventure,Brendan Fraser,Looney Tunes: Back in Action,24183,5593,Heather Locklear,4.0,diamond|duck|monkey|spy|stuntman,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,160.0,English,Germany,PG,80000000.0,739.0,5.7,2.35,665,tt031815,10715,0.783216,68514844,Brendan Fraser|Jenna Elfman|Steve Martin|Timothy Dalton|Heather Locklear,,Real life has never been so animated.,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",90,Lonely Film Productions GmbH & Co. KG.|Warner Bros. Animation|Warner Bros.|Goldmann Pictures|Baltimore Spring Creek Productions,11/14/2003,144,5.5,2003,94828211.58,81214251.54
1839,Color,Rian Johnson,589.0,119.0,0.0,502.0,Bruce Willis,23000.0,66468315.0,Action,Joseph Gordon-Levitt,Looper,428916,37387,Tracie Thoms,0.0,chase|future|surprise ending|time loop|time travel,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,667.0,English,USA,R,30000000.0,13000.0,7.4,2.35,75000,tt127610,59967,1.58709,47042000,Joseph Gordon-Levitt|Bruce Willis|Emily Blunt|Paul Dano|Noah Segan,http://loopermovie.com/,"Hunted By Your Future, Haunted By Your Past","In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",118,Endgame Entertainment|FilmDistrict|DMG Entertainment|Ram Bergman Productions,9/26/2012,3542,6.5,2012,28492328.44,44677870.48
1375,Color,Andrew Niccol,168.0,122.0,487.0,16.0,Jeremy Crutchley,12000.0,24127895.0,Crime,Nicolas Cage,Lord of War,248123,12076,Jared Burke,2.0,1980s|arms dealer|immorality|ukrainian|warlord,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,437.0,English,USA,R,50000000.0,43.0,7.6,2.35,10000,tt039929,1830,1.274645,24127895,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker,,"Where there's a will, there's a weapon","Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",122,Saturn Films|Ascendant Pictures|Endgame Entertainment|Entertainment Manufacturing Company|Rising Star,9/16/2005,822,6.9,2005,46895658.17,26940321.81
2219,Color,Catherine Hardwicke,119.0,107.0,308.0,872.0,Michael Angarano,13000.0,11008432.0,Biography,Heath Ledger,Lords of Dogtown,43903,16651,Rebecca De Mornay,0.0,1970s|skateboarder|skateboarding|surf|swimming pool,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,194.0,English,USA,PG-13,25000000.0,947.0,7.1,1.85,5000,tt035570,9787,0.195984,13411957,Emile Hirsch|Victor Rasuk|Rebecca De Mornay|John Robinson|Michael Angarano,,"They never thought they'd be famous, but they always thought they'd be friends.","The film follows the surf and skateboarding trends that originated in Venice, California during the 1970's.",107,Columbia Pictures|TriStar Pictures,6/3/2005,118,6.9,2005,27914082.24,14975298.83
2487,Color,Amy Heckerling,81.0,98.0,143.0,153.0,Robert Miano,302.0,15464026.0,Comedy,Andy Dick,Loser,23076,1189,Zak Orth,2.0,college|loser|love|new york city|overdose,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158.0,English,USA,PG-13,20000000.0,216.0,5.3,1.85,1000,tt021763,10642,0.361563,0,Jason Biggs|Mena Suvari|Greg Kinnear|Zak Orth|Thomas Sadoski,,Dare to be different.,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",98,Columbia Pictures,7/21/2000,56,5.2,2000,0.0,0.0
3547,Color,Curtis Hanson,7.0,100.0,161.0,172.0,Shelley Long,10000.0,,Comedy,Tom Cruise,Losin' It,3114,11059,Rick Rossovich,0.0,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,16.0,English,Canada,R,7000000.0,422.0,4.8,,168,tt008586,33676,0.258294,0,"Tom Cruise|Jackie Earle Haley|John Stockwell|John P. Navin, Jr.|Shelley Long",,The last word about the first time.,"Set in 1965, four Los Angeles school friends -- Woody, Dave, Spider and Wendell -- go on a series of misadventures when they head to Tijuana, Mexico, for a night of cruisin', causing trouble, and to lose their virginity.",100,Tijuana Productions|Tiberius Film Productions,4/8/1983,13,4.5,1983,0.0,0.0
2017,Color,Janusz Kaminski,100.0,97.0,710.0,258.0,Bob Clendenin,497.0,16779636.0,Drama,Philip Baker Hall,Lost Souls,9338,1805,Ben Chaplin,2.0,faith|mental patient|priest|scheme|teacher,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,167.0,English,USA,R,28000000.0,347.0,4.8,2.35,209,tt016048,10383,0.387039,0,Winona Ryder|Ben Chaplin|Sarah Wynter|Philip Baker Hall|John Hurt,,,"A small group of Catholics led by an ailing priest believe that Satan intends to become man, just as God did in the person of Jesus. The writings of a possessed mental patient lead them to Peter Kelson, a writer who studies serial killers. They think it's his body Satan will occupy. The youngest in the group, a teacher named Maya Larkin, goes to Peter to investigate further and to convince him to believe in the possibility of Evil incarnate. Other signs come to him as he and Maya them take a journey full of strange occurrences, self-discovery, and an ultimate showdown",97,New Line Cinema,10/13/2000,18,4.2,2000,0.0,0.0
662,Color,Stephen Hopkins,102.0,130.0,81.0,427.0,William Hurt,10000.0,69102910.0,Action,Gary Oldman,Lost in Space,58402,12186,June Lockhart,0.0,based on tv series|remake|robot|scientist|spaceship,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,370.0,English,USA,PG-13,80000000.0,882.0,5.1,2.35,0,tt012073,2157,1.282567,136159423,Gary Oldman|William Hurt|Matt LeBlanc|Mimi Rogers|Heather Graham,,"Danger, Will Robinson!","The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",130,New Line Cinema|Irwin Allen Productions|Prelude Pictures|Saltire Entertainment,4/3/1998,207,4.9,1998,107015637.5,182139843.2
3802,Color,Sofia Coppola,265.0,101.0,0.0,11.0,Bill Murray,19000.0,44566004.0,Drama,Scarlett Johansson,Lost in Translation,321283,32015,Catherine Lambert,0.0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,1848.0,English,USA,R,4000000.0,13000.0,7.8,1.85,17000,tt033526,153,1.765322,119723856,Bill Murray|Scarlett Johansson|Anna Faris|Giovanni Ribisi|Akiko Takeshita,,Everyone wants to be found.,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",102,American Zoetrope,8/31/2003,1135,7.3,2003,4741410.579,141914989.4
2729,Color,Erik White,62.0,99.0,17.0,826.0,Loretta Devine,918.0,24708699.0,Comedy,Brandon T. Jackson,Lottery Ticket,7991,4797,Shad Moss,7.0,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30.0,English,USA,PG-13,,912.0,4.9,2.35,0,tt097943,41382,0.379104,0,Shad Moss|Brandon T. Jackson|Naturi Naughton|Loretta Devine|Teairra Mari,,Winning is Just the Beginning Surviving is Another Story,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,99,Cube Vision|Sweepstake Productions,8/20/2010,30,5.8,2010,0.0,0.0
2884,Color,Gina Prince-Bythewood,68.0,124.0,107.0,865.0,Sanaa Lathan,1000.0,27441122.0,Drama,Alfre Woodard,Love & Basketball,14322,5135,Omar Epps,0.0,basketball movie|female basketball player|high school|nba|title directed by female,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,116.0,English,USA,PG-13,15000000.0,886.0,7.2,1.85,0,tt019972,14736,0.32400300000000004,27728118,"Chris Warren, Jr.|Kyla Pratt|Sanaa Lathan|Omar Epps|Alfre Woodard",,All's fair in love and basketball.,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",124,40 Acres & A Mule Filmworks,4/21/2000,54,7.3,2000,25325842.29,35111897.17
1922,Color,Edward Zwick,219.0,112.0,380.0,2000.0,Anne Hathaway,15000.0,32357532.0,Comedy,Jake Gyllenhaal,Love & Other Drugs,143368,31278,Judy Greer,0.0,female nudity|male objectification|pfizer|viagra|zoloft,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,215.0,English,USA,R,30000000.0,11000.0,6.7,1.85,24000,tt075875,43347,1.365279,102820008,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,http://www.loveandotherdrugsthemovie.com/,Addicted to one-night stands or dependent on one another?,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",112,Bedford Falls Productions|Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Stuber Productions,11/22/2010,756,6.5,2010,30000000.0,102820008.0
